"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AST","Asterias Biotherapeutics, Inc.","11.55","$373.32M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ast",
"ATL","Atlatsa Resources Corporation","0.13","$72.06M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/atl",
"AWX","Avalon Holdings Corporation","3.47","$13.2M","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/awx",
"AVL","Avalon Rare Metals, Inc.","0.2572","$36.37M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/avl",
"ASM","Avino Silver","1.25","$44.62M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/asm",
"BTG","B2Gold Corp","1.7","$1.57B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/btg",
"BTN","Ballantyne Strong, Inc","4.48","$63.18M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/btn",
"BKJ","Bancorp of New Jersey, Inc","11.55","$72.05M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bkj",
"BCV","Bancroft Fund Limited","21.36","$111.98M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bcv",
"BAA","BANRO CORPORATION","0.31","$78.15M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/baa",
"BHB","Bar Harbor Bankshares, Inc.","36.03","$215.2M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bhb",
"BRN","Barnwell Industries, Inc.","2.59","$21.44M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/brn",
"BIR^A","Berkshire Income Realty, Inc.","27.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bir^a",
"BGSF","BG Staffing Inc","10.99","$72.62M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/bgsf",
"BTX","BioTime, Inc.","4.78","$398.01M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/btx",
"BTX/WS","BioTime, Inc.","1.982","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/btx/ws",
"BGI","Birks Group Inc.","1.25","$22.41M","n/a","Consumer Services","Consumer Specialties","http://www.nasdaq.com/symbol/bgi",
"BZM","BlackRock Maryland Municipal Bond Trust","15","$31.12M","2002","n/a","n/a","http://www.nasdaq.com/symbol/bzm",
"MHE","BlackRock Massachusetts Tax-Exempt Trust","14.46","$34.19M","1993","n/a","n/a","http://www.nasdaq.com/symbol/mhe",
"BLE","BlackRock Municipal Income Trust II","14.65","$343.84M","2002","n/a","n/a","http://www.nasdaq.com/symbol/ble",
"BLJ","Blackrock New Jersey Municipal Bond Trust","15.76","$36.64M","2002","n/a","n/a","http://www.nasdaq.com/symbol/blj",
"BFY","BlackRock New York Municipal Income Trust II","14.21","$71.03M","2002","n/a","n/a","http://www.nasdaq.com/symbol/bfy",
"BHV","BlackRock Virginia Municipal Bond Trust","17.899","$28.49M","2002","n/a","n/a","http://www.nasdaq.com/symbol/bhv",
"BDR","Blonder Tongue Laboratories, Inc.","0.71","$4.45M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/bdr",
"BRG","Bluerock Residential Growth REIT, Inc.","13.58","$169.75M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/brg",
"BVX","Bovie Medical Corporation","2.7","$64.47M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bvx",
"BWL/A","Bowl America, Inc.","14.884","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/bwl/a",
"BZC","Breeze-Eastern Corporation","10.25","$100.61M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/bzc",
"BTI","British American Tobacco p.l.c.","113.82","$106.09B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/bti",
"CANF","Can-Fite Biopharma Ltd","2.3301","$24.83M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/canf",
"ROX","Castle Brands, Inc.","1.5","$235.4M","2006","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/rox",
"CAW","CCA Industries, Inc.","3.11","$21.79M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/caw",
"CVM","Cel-Sci Corporation","0.84","$76.95M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cvm",
"CVM/WS","Cel-Sci Corporation","0.23","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cvm/ws",
"CEF","Central Fund of Canada Limited","12.46","$3.17B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cef",
"GTU","Central Gold Trust","42.82","$826.38M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gtu",
"CET","Central Securities Corporation","22.09","$548.26M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cet",
"LEU","Centrus Energy Corp.","5.25","$47.25M","2014","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/leu",
"CCF","Chase Corporation","38.08","$349.68M","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/ccf",
"CQH","Cheniere Energy Partners LP Holdings, LLC","24.96","$5.78B","2013","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/cqh",
"CQP","Cheniere Energy Partners, LP","32.72","$11.05B","2007","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/cqp",
"LNG","Cheniere Energy, Inc.","75.86","$17.95B","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/lng",
"CVR","Chicago Rivet & Machine Co.","30.97","$29.92M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cvr",
"CNR","China Metro-Rural Holdings Limited","0.9888","$72.72M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/cnr",
"CPHI","China Pharma Holdings, Inc.","0.34","$14.82M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cphi",
"CKX","CKX Lands, Inc.","15.25","$29.62M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ckx",
"GLV","Clough Global Allocation Fund","14.72","$153.6M","2004","n/a","n/a","http://www.nasdaq.com/symbol/glv",
"GLQ","Clough Global Equity Fund","14.7","$262.26M","2005","n/a","n/a","http://www.nasdaq.com/symbol/glq",
"GLO","Clough Global Opportunities Fund","12.36","$639.47M","2006","n/a","n/a","http://www.nasdaq.com/symbol/glo",
"CRV","Coast Distribution System, Inc. (The)","3.5112","$18.25M","n/a","Capital Goods","Automotive Aftermarket","http://www.nasdaq.com/symbol/crv",
"MOC","Command Security Corporation","1.95","$18.98M","n/a","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/moc",
"CIX","CompX International Inc.","11.56","$143.39M","1998","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cix",
"LODE","Comstock Mining, Inc.","0.75","$67.35M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/lode",
"CTO","Consolidated-Tomoka Land Co.","55.52","$327.9M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/cto",
"MCF","Contango Oil & Gas Company","16.52","$320.37M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mcf",
"CUO","Continental Materials Corporation","16.16","$26.67M","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cuo",
"CMT","Core Molding Technologies Inc","24.8","$190.12M","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/cmt",
"CRMD","CorMedix Inc","6.38","$198.12M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crmd",
"CFP","Cornerstone Progressive Return Fund","16.12","$267.03M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfp",
"CRF","Cornerstone Strategic Return Fund, Inc. (The)","23.236","$104.03M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/crf",
"CLM","Cornerstone Strategic Value Fund, Inc.","22.55","$184.79M","1987","n/a","n/a","http://www.nasdaq.com/symbol/clm",
"COVR","Cover-All Technologies Inc.","1.05","$28.31M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/covr",
"CVU","CPI Aerostructures, Inc.","11.5","$98.34M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/cvu",
"CIK","Credit Suisse Asset Management Income Fund, Inc.","3.22","$168.27M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cik",
"DHY","Credit Suisse High Yield Bond Fund","2.8","$278.65M","1998","n/a","n/a","http://www.nasdaq.com/symbol/dhy",
"CRVP","Crystal Rock Holdings, Inc.","0.69","$14.74M","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/crvp",
"CTP","CTPartners Executive Search Inc.","3.17","$27.66M","2010","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/ctp",
"CVSL","CVSL Inc.","1.81","$62.2M","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cvsl",
"DAKP","Dakota Plains Holdings, Inc.","1.3","$71.4M","n/a","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/dakp",
"DXR","Daxor Corporation","7.02","$28.02M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dxr",
"DEJ","Dejour Energy Inc.","0.1298","$23.68M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dej",
"VCF","Delaware Investments Colorado Municipal Income Fund, Inc","14.02","$67.82M","1993","n/a","n/a","http://www.nasdaq.com/symbol/vcf",
"VFL","Delaware Investments Florida Insured Municipal Income Fund","12.83","$58.1M","1993","n/a","n/a","http://www.nasdaq.com/symbol/vfl",
"VMM","Delaware Investments Minnesota Municipal Income Fund II, Inc.","13.7","$157.62M","1993","n/a","n/a","http://www.nasdaq.com/symbol/vmm",
"DLA","Delta Apparel, Inc.","14.71","$116.08M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/dla",
"DNN","Denison Mine Corp","0.8899","$450.68M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/dnn",
"DGSE","DGSE Companies, Inc.","0.9","$11.03M","n/a","Consumer Services","Consumer Specialties","http://www.nasdaq.com/symbol/dgse",
"DPW","Digital Power Corporation","0.94","$6.37M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dpw",
"DSS","Document Security Systems, Inc.","0.25","$11.58M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dss",
"DMF","Dreyfus Municipal Income, Inc.","9.48","$196.38M","1988","n/a","n/a","http://www.nasdaq.com/symbol/dmf",
"GRF","Eagle Capital Growth Fund, Inc.","8","$25M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grf",
"ESTE","Earthstone Energy, Inc.","24.8","$343.11M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/este",
"EVM","Eaton Vance California Municipal Bond Fund","11.99","$256.57M","2002","n/a","n/a","http://www.nasdaq.com/symbol/evm",
"EIA","Eaton Vance California Municipal Bond Fund II","13.12","$50.97M","2002","n/a","n/a","http://www.nasdaq.com/symbol/eia",
"CEV","Eaton Vance California Municipal Income Trust","13.35","$96.85M","1999","n/a","n/a","http://www.nasdaq.com/symbol/cev",
"EVV","Eaton Vance Limited Duration Income Fund","14.32","$1.68B","2003","n/a","n/a","http://www.nasdaq.com/symbol/evv",
"MAB","Eaton Vance Massachusetts Municipal Bond Fund","14.31","$25.31M","2002","n/a","n/a","http://www.nasdaq.com/symbol/mab",
"MMV","Eaton Vance Massachusetts Municipal Income Trust","13.66","$37.46M","1999","n/a","n/a","http://www.nasdaq.com/symbol/mmv",
"MIW","Eaton Vance Michigan Municipal Bond Fund","13.87","$21M","2002","n/a","n/a","http://www.nasdaq.com/symbol/miw",
"EMI","Eaton Vance Michigan Municipal Income Trust","12.94","$26.96M","1999","n/a","n/a","http://www.nasdaq.com/symbol/emi",
"EIM","Eaton Vance Municipal Bond Fund","12.52","$853.47M","2002","n/a","n/a","http://www.nasdaq.com/symbol/eim",
"EIV","Eaton Vance Municipal Bond Fund II","12.55","$125.67M","2002","n/a","n/a","http://www.nasdaq.com/symbol/eiv",
"EMJ","Eaton Vance New Jersey Municipal Bond Fund","13.31","$34.72M","2002","n/a","n/a","http://www.nasdaq.com/symbol/emj",
"EVJ","Eaton Vance New Jersey Municipal Income Trust","12.28","$57.3M","1999","n/a","n/a","http://www.nasdaq.com/symbol/evj",
"ENX","Eaton Vance New York Municipal Bond Fund","12.77","$200.25M","2002","n/a","n/a","http://www.nasdaq.com/symbol/enx",
"NYH","Eaton Vance New York Municipal Bond Fund II","12.1472","$31.18M","2002","n/a","n/a","http://www.nasdaq.com/symbol/nyh",
"EVY","Eaton Vance New York Municipal Income Trust","13.73","$75.18M","1999","n/a","n/a","http://www.nasdaq.com/symbol/evy",
"EIO","Eaton Vance Ohio Municipal Bond Fund","12.7491","$32.34M","2002","n/a","n/a","http://www.nasdaq.com/symbol/eio",
"EVO","Eaton Vance Ohio Municipal Income Trust","13.51","$38.6M","1999","n/a","n/a","http://www.nasdaq.com/symbol/evo",
"EIP","Eaton Vance Pennsylvania Municipal Bond Fund","12.87","$38.1M","2002","n/a","n/a","http://www.nasdaq.com/symbol/eip",
"EVP","Eaton Vance Pennsylvania Municipal Income Trust","12.23","$33M","1999","n/a","n/a","http://www.nasdaq.com/symbol/evp",
"ELMD","Electromed, Inc.","2.372","$19.29M","2011","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/elmd",
"ETAK","Elephant Talk Communications Corp.","0.44","$68.38M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/etak",
"ELLO","Ellomay Capital Ltd.","8.5","$90.89M","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ello",
"ECF","Ellsworth Growth and Income Fund Ltd.","9.06","$119.05M","1986","n/a","n/a","http://www.nasdaq.com/symbol/ecf",
"EMAN","eMagin Corporation","2.68","$67.52M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/eman",
"EOX","Emerald Oil, Inc.","0.5867","$65.01M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eox",
"MSN","Emerson Radio Corporation","1.36","$36.9M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/msn",
"UUUU","Energy Fuels Inc","4.89","$96.25M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/uuuu",
"ENRJ","EnerJex Resources, Inc.","1.74","$14.63M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/enrj",
"ENRJ^","EnerJex Resources, Inc.","13","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/enrj^",
"ENSV","ENSERVCO Corporation","1.76","$66.21M","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/ensv",
"EGI","Entree Gold Inc","0.3901","$57.34M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/egi",
"EVI","EnviroStarm, Inc.","4.28","$30.1M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/evi",
"ERB","ERBA Diagnostics, Inc.","3.05","$134.23M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/erb",
"ERN","Erin Energy Corp.","5.48","$1.16B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ern",
"ESP","Espey Mfg. & Electronics Corp.","26.64","$62.82M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esp",
"EMXX","Eurasian Minerals Inc.","0.64","$47M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/emxx",
"EVBN","Evans Bancorp, Inc.","24.28","$102.74M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/evbn",
"EPM","Evolution Petroleum Corporation, Inc.","6.76","$222.47M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epm",
"EPM^A","Evolution Petroleum Corporation, Inc.","26.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epm^a",
"XRA","Exeter Resource Corporation","0.59","$52.16M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/xra",
"FPI","Farmland Partners Inc.","11.24","$87.62M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fpi",
"FPP","FieldPoint Petroleum Corporation","2.2799","$18.55M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fpp",
"FPP/WS","FieldPoint Petroleum Corporation","0.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpp/ws",
"FEN","First Trust Energy Income and Growth Fund","35.403","$685.23M","2004","n/a","n/a","http://www.nasdaq.com/symbol/fen",
"FWV","First West Virginia Bancorp, Inc.","23","$39.76M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fwv",
"BDL","Flanigan&#39;s Enterprises, Inc.","29.0611","$54.01M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bdl",
"FSI","Flexible Solutions International Inc.","1.3784","$18.15M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/fsi",
"FTF","Franklin Limited Duration Income Trust","12.21","$327.66M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ftf",
"FSP","Franklin Street Properties Corp.","11.84","$1.19B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fsp",
"FRD","Friedman Industries Inc.","6.57","$44.67M","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/frd",
"FRS","Frisch&#39;s Restaurants, Inc.","28.0001","$143.68M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/frs",
"GGN","GAMCO Global Gold, Natural Reources & Income Trust ","7.4","$834.19M","2005","n/a","n/a","http://www.nasdaq.com/symbol/ggn",
"GGN^B","GAMCO Global Gold, Natural Reources & Income Trust ","22.4448","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggn^b",
"EGAS","Gas Natural Inc.","10.12","$106.13M","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/egas",
"GST","Gastar Exploration Inc.","3.48","$282.39M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gst",
"GST^A","Gastar Exploration Inc.","23.0099","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gst^a",
"GST^B","Gastar Exploration Inc.","24.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gst^b",
"JOB","General Employment Enterprises, Inc.","0.81","$23.49M","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/job",
"GMO","General Moly, Inc","0.74","$67.3M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gmo",
"GIG","GigOptix, Inc.","1.5","$48.93M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/gig",
"GSB","GlobalSCAPE, Inc.","3.34","$69.33M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/gsb",
"GSAT","Globalstar, Inc.","2.56","$2.57B","2006","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/gsat",
"GLOW","Glowpoint, Inc.","0.92","$32.84M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/glow",
"GORO","Gold Resource Corporation","3.44","$186.38M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/goro",
"GSV","Gold Standard Ventures Corporation","0.56","$79.95M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/gsv",
"AUMN","Golden Minerals Company","0.44","$23.39M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/aumn",
"GSS","Golden Star Resources, Ltd","0.365","$94.71M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gss",
"GV","Goldfield Corporation (The)","1.47","$37.41M","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/gv",
"GRC","Gorman-Rupp Company (The)","27.04","$710.09M","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/grc",
"GTE","Gran Tierra Energy Inc.","3.58","$992.41M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gte",
"GPL","Great Panther Silver Limited","0.6","$83.74M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gpl",
"GRH","GreenHunter Resources, Inc.","0.89","$35.1M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/grh",
"GRH^C","GreenHunter Resources, Inc.","20.5761","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grh^c",
"SIM","Grupo Simec, S.A. de C.V.","9","$1.49B","1993","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sim",
"GVP","GSE Systems, Inc.","1.45","$25.94M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/gvp",
"HCHC","HC2 Holdings, Inc.","11.18","$284.94M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/hchc",
"HEB","Hemispherx BioPharma, Inc.","0.252","$58.6M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/heb",
"HLM^","Hillman Group Capital Trust","29.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hlm^",
"HMG","HMG/Courtland Properties, Inc.","12.05","$12.56M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hmg",
"HH","Hooper Holmes, Inc.","0.36","$27.87M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hh",
"HUSA","Houston American Energy Corporation","0.198","$10.33M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/husa",
"IBIO","iBio, Inc.","0.8929","$66.06M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ibio",
"IBO","IBO (Listing Market - NYSE Amex Network B F)","153.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibo",
"IDI","IDI, Inc.","6.29","$87.36M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/idi",
"IEC","IEC Electronics Corp.","4.22","$42.96M","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/iec",
"IG","IGI Laboratories, Inc.","5.66","$299.19M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/ig",
"IMUC","ImmunoCellular Therapeutics, Ltd.","0.4775","$43.1M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imuc",
"IMH","Impac Mortgage Holdings, Inc.","20.1","$204.72M","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/imh",
"IMO","Imperial Oil Limited","40.63","$34.44B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/imo",
"IOT","Income Opportunity Realty Investors, Inc.","6.95","$28.97M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iot",
"IRT","Independence Realty Trust, Inc.","9","$287.05M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/irt",
"IGC","India Globalization Capital Inc.","0.45","$6.77M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/igc",
"IGC/WS","India Globalization Capital Inc.","0.0065","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igc/ws",
"INFU","InfuSystems Holdings, Inc.","3.2","$71.39M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/infu",
"IHT","InnSuites Hospitality Trust","2.65","$21.93M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iht",
"NSPR","InspireMD, Inc.","0.201","$15.68M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nspr",
"IFMI","Institutional Financial Markets, Inc.","1.59","$24.46M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ifmi",
"IDN","Intellicheck Mobilisa, Inc.","1.42","$13.97M","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/idn",
"INS","Intelligent Systems Corporation","2.972","$26.62M","1992","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/ins",
"THM","International Tower Hill Mines Ltd","0.3694","$42.97M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/thm",
"INTT","inTest Corporation","4.53","$47.85M","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/intt",
"INUV","Inuvo, Inc","2.7","$65.53M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/inuv",
"VKI","Invesco Advantage Municipal Income Trust II","11.5","$510.38M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vki",
"ISR","IsoRay, Inc.","1.58","$86.72M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/isr",
"ISDR","Issuer Direct Corporation","7.85","$18.24M","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/isdr",
"ITI","Iteris, Inc.","1.8","$58.6M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/iti",
"KIQ","Kelso Technologies Inc","3.85","$176.8M","n/a","Capital Goods","Railroads","http://www.nasdaq.com/symbol/kiq",
"LTS","Ladenburg Thalmann Financial Services Inc","3.27","$609.57M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/lts",
"LTS^A","Ladenburg Thalmann Financial Services Inc","24.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lts^a",
"LSG","Lake Shore Gold Corp","1.06","$461.73M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/lsg",
"LAQ","Latin America Equity Fund, Inc. (The)","22.4601","$167.29M","1991","n/a","n/a","http://www.nasdaq.com/symbol/laq",
"LGL","LGL Group, Inc. (The)","4.8","$12.56M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lgl",
"LGL/WS","LGL Group, Inc. (The)","0.0165","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lgl/ws",
"LBY","Libbey, Inc.","41.49","$900.84M","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lby",
"LBMH","Liberator Medical Holdings, Inc.","2.82","$150.67M","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/lbmh",
"LIQT","LiqTech International, Inc.","0.85","$33.49M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/liqt",
"LEI","Lucas Energy, Inc.","0.195","$6.83M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lei",
"MCZ","Mad Catz Interactive Inc","0.425","$31.22M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/mcz",
"MVG","Mag Silver Corporation","7.53","$520.87M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mvg",
"MHR^C","Magnum Hunter Resources Corporation","18.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mhr^c",
